destination,horizon,seed,model,MAE,rank
Lăng vua Minh Mạng,30,1,LSTM,260.81019939458054,2.0
Lăng vua Minh Mạng,30,1,RF,229.56487376020812,1.0
Lăng vua Minh Mạng,30,1,SARIMAX,267.7065348268552,4.0
Lăng vua Minh Mạng,30,1,SeasonalNaive7,305.16022099447514,6.0
Lăng vua Minh Mạng,30,1,TFT,280.8654405794091,5.0
Lăng vua Minh Mạng,30,7,ARIMAX,325.12196422283824,8.0
Lăng vua Minh Mạng,30,7,DLM,249.84006753313145,3.0
Lăng vua Minh Mạng,30,7,ETS,323.6287665730675,7.0
Lăng vua Minh Mạng,30,7,LSTM,263.0541573532227,4.0
Lăng vua Minh Mạng,30,7,RF,233.21723372894127,2.0
Lăng vua Minh Mạng,30,7,SARIMAX,267.7065348268552,5.0
Lăng vua Minh Mạng,30,7,SeasonalNaive7,305.16022099447514,6.0
Lăng vua Minh Mạng,30,7,TFT,147.51686155203296,1.0
Lăng vua Minh Mạng,30,42,ARIMAX,325.12196422283824,8.0
Lăng vua Minh Mạng,30,42,DLM,319.21987533790224,6.0
Lăng vua Minh Mạng,30,42,ETS,323.6287665730675,7.0
Lăng vua Minh Mạng,30,42,LSTM,259.7979192103324,3.0
Lăng vua Minh Mạng,30,42,RF,232.02856290202405,2.0
Lăng vua Minh Mạng,30,42,SARIMAX,267.7065348268552,4.0
Lăng vua Minh Mạng,30,42,SeasonalNaive7,305.16022099447514,5.0
Lăng vua Minh Mạng,30,42,TFT,167.28534070431198,1.0
Lăng vua Minh Mạng,30,77,ARIMAX,325.12196422283824,6.0
Lăng vua Minh Mạng,30,77,DLM,328.7840499950253,7.0
Lăng vua Minh Mạng,30,77,ETS,323.6287665730675,5.0
Lăng vua Minh Mạng,30,77,LSTM,378.5643975633316,8.0
Lăng vua Minh Mạng,30,77,RF,227.69680069909285,2.0
Lăng vua Minh Mạng,30,77,SARIMAX,267.7065348268552,3.0
Lăng vua Minh Mạng,30,77,SeasonalNaive7,305.16022099447514,4.0
Lăng vua Minh Mạng,30,77,TFT,191.75604096302013,1.0
Lăng vua Minh Mạng,30,99,ARIMAX,325.12196422283824,7.0
Lăng vua Minh Mạng,30,99,DLM,401.02178020443534,8.0
Lăng vua Minh Mạng,30,99,ETS,323.6287665730675,6.0
Lăng vua Minh Mạng,30,99,LSTM,262.3299857447325,3.0
Lăng vua Minh Mạng,30,99,RF,222.90113018827233,2.0
Lăng vua Minh Mạng,30,99,SARIMAX,267.7065348268552,4.0
Lăng vua Minh Mạng,30,99,SeasonalNaive7,305.16022099447514,5.0
Lăng vua Minh Mạng,30,99,TFT,163.48591858247366,1.0
Lăng vua Minh Mạng,30,123,ARIMAX,325.12196422283824,8.0
Lăng vua Minh Mạng,30,123,DLM,269.17469690538695,5.0
Lăng vua Minh Mạng,30,123,ETS,323.6287665730675,7.0
Lăng vua Minh Mạng,30,123,LSTM,252.77902459726522,3.0
Lăng vua Minh Mạng,30,123,RF,232.7300082226788,2.0
Lăng vua Minh Mạng,30,123,SARIMAX,267.7065348268552,4.0
Lăng vua Minh Mạng,30,123,SeasonalNaive7,305.16022099447514,6.0
Lăng vua Minh Mạng,30,123,TFT,157.24454746983986,1.0
Lăng vua Minh Mạng,30,256,ARIMAX,325.12196422283824,7.0
Lăng vua Minh Mạng,30,256,DLM,497.1122089118286,8.0
Lăng vua Minh Mạng,30,256,ETS,323.6287665730675,6.0
Lăng vua Minh Mạng,30,256,LSTM,263.2820685773974,3.0
Lăng vua Minh Mạng,30,256,RF,231.5814649258187,2.0
Lăng vua Minh Mạng,30,256,SARIMAX,267.7065348268552,4.0
Lăng vua Minh Mạng,30,256,SeasonalNaive7,305.16022099447514,5.0
Lăng vua Minh Mạng,30,256,TFT,198.1836654072967,1.0
Lăng vua Minh Mạng,30,512,ARIMAX,325.12196422283824,8.0
Lăng vua Minh Mạng,30,512,DLM,317.3856011591943,6.0
Lăng vua Minh Mạng,30,512,ETS,323.6287665730675,7.0
Lăng vua Minh Mạng,30,512,LSTM,247.7827832714403,3.0
Lăng vua Minh Mạng,30,512,RF,227.18433494744622,2.0
Lăng vua Minh Mạng,30,512,SARIMAX,267.7065348268552,4.0
Lăng vua Minh Mạng,30,512,SeasonalNaive7,305.16022099447514,5.0
Lăng vua Minh Mạng,30,512,TFT,144.97180074618007,1.0
Lăng vua Minh Mạng,30,2024,ARIMAX,325.12196422283824,8.0
Lăng vua Minh Mạng,30,2024,DLM,265.3229916861271,4.0
Lăng vua Minh Mạng,30,2024,ETS,323.6287665730675,7.0
Lăng vua Minh Mạng,30,2024,LSTM,255.72228451864552,3.0
Lăng vua Minh Mạng,30,2024,RF,229.79026006577976,2.0
Lăng vua Minh Mạng,30,2024,SARIMAX,267.7065348268552,5.0
Lăng vua Minh Mạng,30,2024,SeasonalNaive7,305.16022099447514,6.0
Lăng vua Minh Mạng,30,2024,TFT,176.86664829991798,1.0
Lăng vua Minh Mạng,30,2025,ARIMAX,325.12196422283824,7.0
Lăng vua Minh Mạng,30,2025,DLM,217.76857342829686,2.0
Lăng vua Minh Mạng,30,2025,ETS,323.6287665730675,6.0
Lăng vua Minh Mạng,30,2025,LSTM,327.1853821598649,8.0
Lăng vua Minh Mạng,30,2025,RF,227.3087096907404,3.0
Lăng vua Minh Mạng,30,2025,SARIMAX,267.7065348268552,4.0
Lăng vua Minh Mạng,30,2025,SeasonalNaive7,305.16022099447514,5.0
Lăng vua Minh Mạng,30,2025,TFT,144.791267690079,1.0
Đại Nội,1,1,ARIMAX,646.94739742796,4.0
Đại Nội,1,1,DLM,620.6230792534619,2.0
Đại Nội,1,1,ETS,630.1482408819942,3.0
Đại Nội,1,1,LSTM,693.6494311278465,5.0
Đại Nội,1,1,RF,584.7533949515422,1.0
Đại Nội,1,1,SARIMAX,731.9181410325546,6.0
Đại Nội,1,1,SeasonalNaive7,1178.647619047619,7.0
Đại Nội,1,1,TFT,1244.4798631193887,8.0
Đại Nội,1,7,ARIMAX,646.94739742796,3.0
Đại Nội,1,7,DLM,650.5155696286292,4.0
Đại Nội,1,7,ETS,630.1482408819942,2.0
Đại Nội,1,7,LSTM,717.1987998360868,5.0
Đại Nội,1,7,RF,574.6720702912355,1.0
Đại Nội,1,7,SARIMAX,731.9181410325546,6.0
Đại Nội,1,7,SeasonalNaive7,1178.647619047619,8.0
Đại Nội,1,7,TFT,925.795445226174,7.0
Đại Nội,1,42,ARIMAX,646.94739742796,4.0
Đại Nội,1,42,DLM,631.0785138450611,3.0
Đại Nội,1,42,ETS,630.1482408819942,2.0
Đại Nội,1,42,LSTM,749.4518111348931,6.0
Đại Nội,1,42,RF,575.6444031273435,1.0
Đại Nội,1,42,SARIMAX,731.9181410325546,5.0
Đại Nội,1,42,SeasonalNaive7,1178.647619047619,8.0
Đại Nội,1,42,TFT,959.8537611144683,7.0
Đại Nội,1,77,ARIMAX,646.94739742796,3.0
Đại Nội,1,77,DLM,650.4617146432661,4.0
Đại Nội,1,77,ETS,630.1482408819942,2.0
Đại Nội,1,77,LSTM,756.8986965794587,6.0
Đại Nội,1,77,RF,576.9288418059663,1.0
Đại Nội,1,77,SARIMAX,731.9181410325546,5.0
Đại Nội,1,77,SeasonalNaive7,1178.647619047619,8.0
Đại Nội,1,77,TFT,818.4313317398999,7.0
Đại Nội,1,99,ARIMAX,646.94739742796,4.0
Đại Nội,1,99,DLM,646.2528266597965,3.0
Đại Nội,1,99,ETS,630.1482408819942,2.0
Đại Nội,1,99,LSTM,709.8440434030338,5.0
Đại Nội,1,99,RF,578.9482503147008,1.0
Đại Nội,1,99,SARIMAX,731.9181410325546,6.0
Đại Nội,1,99,SeasonalNaive7,1178.647619047619,8.0
Đại Nội,1,99,TFT,983.228009808788,7.0
Đại Nội,1,123,ARIMAX,646.94739742796,4.0
Đại Nội,1,123,DLM,635.1668253188369,3.0
Đại Nội,1,123,ETS,630.1482408819942,2.0
Đại Nội,1,123,LSTM,732.4599770177541,6.0
Đại Nội,1,123,RF,570.6735823460145,1.0
Đại Nội,1,123,SARIMAX,731.9181410325546,5.0
Đại Nội,1,123,SeasonalNaive7,1178.647619047619,8.0
Đại Nội,1,123,TFT,816.5798299378453,7.0
Đại Nội,1,256,ARIMAX,646.94739742796,3.0
Đại Nội,1,256,DLM,669.9631920754632,4.0
Đại Nội,1,256,ETS,630.1482408819942,2.0
Đại Nội,1,256,LSTM,729.4795840597867,5.0
Đại Nội,1,256,RF,587.1871200899818,1.0
Đại Nội,1,256,SARIMAX,731.9181410325546,6.0
Đại Nội,1,256,SeasonalNaive7,1178.647619047619,8.0
Đại Nội,1,256,TFT,797.8160622949758,7.0
Đại Nội,1,512,ARIMAX,646.94739742796,4.0
Đại Nội,1,512,DLM,653.3707400440081,5.0
Đại Nội,1,512,ETS,630.1482408819942,3.0
Đại Nội,1,512,LSTM,754.264578476717,7.0
Đại Nội,1,512,RF,579.3751798150778,1.0
Đại Nội,1,512,SARIMAX,731.9181410325546,6.0
Đại Nội,1,512,SeasonalNaive7,1178.647619047619,8.0
Đại Nội,1,512,TFT,600.9355050608598,2.0
Đại Nội,1,2024,ARIMAX,646.94739742796,4.0
Đại Nội,1,2024,DLM,642.8904454934845,3.0
Đại Nội,1,2024,ETS,630.1482408819942,2.0
Đại Nội,1,2024,LSTM,749.6945231667869,6.0
Đại Nội,1,2024,RF,582.5469572550801,1.0
Đại Nội,1,2024,SARIMAX,731.9181410325546,5.0
Đại Nội,1,2024,SeasonalNaive7,1178.647619047619,8.0
Đại Nội,1,2024,TFT,846.6361387474102,7.0
Đại Nội,1,2025,ARIMAX,646.94739742796,4.0
Đại Nội,1,2025,DLM,616.3299386922532,2.0
Đại Nội,1,2025,ETS,630.1482408819942,3.0
Đại Nội,1,2025,LSTM,698.6054413704796,5.0
Đại Nội,1,2025,RF,574.8563535499399,1.0
Đại Nội,1,2025,SARIMAX,731.9181410325546,6.0
Đại Nội,1,2025,SeasonalNaive7,1178.647619047619,8.0
Đại Nội,1,2025,TFT,978.8418211541782,7.0
Đại Nội,7,1,ARIMAX,1180.9258700023918,4.0
Đại Nội,7,1,DLM,1148.0976352145512,3.0
Đại Nội,7,1,ETS,1201.25244079117,5.0
Đại Nội,7,1,LSTM,1262.551745413629,8.0
Đại Nội,7,1,RF,1028.710392518397,2.0
Đại Nội,7,1,SARIMAX,1245.5474628882223,7.0
Đại Nội,7,1,SeasonalNaive7,1204.4656862745096,6.0
Đại Nội,7,1,TFT,864.5160134668508,1.0
Đại Nội,7,7,ARIMAX,1180.9258700023918,5.0
Đại Nội,7,7,DLM,1138.201501502603,3.0
Đại Nội,7,7,ETS,1201.25244079117,6.0
Đại Nội,7,7,LSTM,1145.7904462343195,4.0
Đại Nội,7,7,RF,1007.971835330648,2.0
Đại Nội,7,7,SARIMAX,1245.5474628882223,8.0
Đại Nội,7,7,SeasonalNaive7,1204.4656862745096,7.0
Đại Nội,7,7,TFT,855.8684864360324,1.0
Đại Nội,7,42,ARIMAX,1180.9258700023918,5.0
Đại Nội,7,42,DLM,1173.2363604388092,4.0
Đại Nội,7,42,ETS,1201.25244079117,6.0
Đại Nội,7,42,LSTM,1167.78517757411,3.0
Đại Nội,7,42,RF,1003.9972723819978,2.0
Đại Nội,7,42,SARIMAX,1245.5474628882223,8.0
Đại Nội,7,42,SeasonalNaive7,1204.4656862745096,7.0
Đại Nội,7,42,TFT,788.4881787379144,1.0
Đại Nội,7,77,ARIMAX,1180.9258700023918,3.0
Đại Nội,7,77,DLM,1258.141881887595,7.0
Đại Nội,7,77,ETS,1201.25244079117,4.0
Đại Nội,7,77,LSTM,1320.5757657872182,8.0
Đại Nội,7,77,RF,1009.3990182567578,2.0
Đại Nội,7,77,SARIMAX,1245.5474628882223,6.0
Đại Nội,7,77,SeasonalNaive7,1204.4656862745096,5.0
Đại Nội,7,77,TFT,974.163876359634,1.0
Đại Nội,7,99,ARIMAX,1180.9258700023918,5.0
Đại Nội,7,99,DLM,1148.2514018193726,4.0
Đại Nội,7,99,ETS,1201.25244079117,6.0
Đại Nội,7,99,LSTM,1144.6040552414388,3.0
Đại Nội,7,99,RF,1013.0369237862365,2.0
Đại Nội,7,99,SARIMAX,1245.5474628882223,8.0
Đại Nội,7,99,SeasonalNaive7,1204.4656862745096,7.0
Đại Nội,7,99,TFT,907.8124163717196,1.0
Đại Nội,7,123,ARIMAX,1180.9258700023918,3.0
Đại Nội,7,123,DLM,1196.0670509184629,5.0
Đại Nội,7,123,ETS,1201.25244079117,6.0
Đại Nội,7,123,LSTM,1184.9749833782125,4.0
Đại Nội,7,123,RF,1016.988939598093,2.0
Đại Nội,7,123,SARIMAX,1245.5474628882223,8.0
Đại Nội,7,123,SeasonalNaive7,1204.4656862745096,7.0
Đại Nội,7,123,TFT,865.9087993137085,1.0
Đại Nội,7,256,ARIMAX,1180.9258700023918,4.0
Đại Nội,7,256,DLM,1324.821175748312,8.0
Đại Nội,7,256,ETS,1201.25244079117,5.0
Đại Nội,7,256,LSTM,1166.6829932172568,3.0
Đại Nội,7,256,RF,1018.2493414700019,2.0
Đại Nội,7,256,SARIMAX,1245.5474628882223,7.0
Đại Nội,7,256,SeasonalNaive7,1204.4656862745096,6.0
Đại Nội,7,256,TFT,991.8168742986015,1.0
Đại Nội,7,512,ARIMAX,1180.9258700023918,3.0
Đại Nội,7,512,DLM,1198.0253381555551,4.0
Đại Nội,7,512,ETS,1201.25244079117,5.0
Đại Nội,7,512,LSTM,1287.9982383205836,8.0
Đại Nội,7,512,RF,999.1476886893238,2.0
Đại Nội,7,512,SARIMAX,1245.5474628882223,7.0
Đại Nội,7,512,SeasonalNaive7,1204.4656862745096,6.0
Đại Nội,7,512,TFT,782.520880093232,1.0
Đại Nội,7,2024,ARIMAX,1180.9258700023918,4.0
Đại Nội,7,2024,DLM,1274.1008298691704,8.0
Đại Nội,7,2024,ETS,1201.25244079117,5.0
Đại Nội,7,2024,LSTM,1143.4914411583632,3.0
Đại Nội,7,2024,RF,1018.174194259324,2.0
Đại Nội,7,2024,SARIMAX,1245.5474628882223,7.0
Đại Nội,7,2024,SeasonalNaive7,1204.4656862745096,6.0
Đại Nội,7,2024,TFT,850.6638804061637,1.0
Đại Nội,7,2025,ARIMAX,1180.9258700023918,4.0
Đại Nội,7,2025,DLM,1160.3537367652955,3.0
Đại Nội,7,2025,ETS,1201.25244079117,6.0
Đại Nội,7,2025,LSTM,1195.3734456731877,5.0
Đại Nội,7,2025,RF,995.9278613365054,2.0
Đại Nội,7,2025,SARIMAX,1245.5474628882223,8.0
Đại Nội,7,2025,SeasonalNaive7,1204.4656862745096,7.0
Đại Nội,7,2025,TFT,938.3680804342196,1.0
Đại Nội,30,1,ARIMAX,1492.3603515504435,2.0
Đại Nội,30,1,DLM,1590.7430336035027,4.0
Đại Nội,30,1,ETS,1973.363684607559,8.0
Đại Nội,30,1,LSTM,1871.3319579254758,7.0
Đại Nội,30,1,RF,1493.1745801384209,3.0
Đại Nội,30,1,SARIMAX,1608.4523972294649,5.0
Đại Nội,30,1,SeasonalNaive7,1845.7182320441989,6.0
Đại Nội,30,1,TFT,1281.2022374611533,1.0
Đại Nội,30,7,ARIMAX,1492.3603515504435,3.0
Đại Nội,30,7,DLM,1428.918413099664,2.0
Đại Nội,30,7,ETS,1973.363684607559,8.0
Đại Nội,30,7,LSTM,1559.1882754197645,5.0
Đại Nội,30,7,RF,1499.268688222732,4.0
Đại Nội,30,7,SARIMAX,1608.4523972294649,6.0
Đại Nội,30,7,SeasonalNaive7,1845.7182320441989,7.0
Đại Nội,30,7,TFT,1229.5141008071478,1.0
Đại Nội,30,42,ARIMAX,1492.3603515504435,2.0
Đại Nội,30,42,DLM,1651.0039543180299,6.0
Đại Nội,30,42,ETS,1973.363684607559,8.0
Đại Nội,30,42,LSTM,1638.4365750692668,5.0
Đại Nội,30,42,RF,1499.511999923167,3.0
Đại Nội,30,42,SARIMAX,1608.4523972294649,4.0
Đại Nội,30,42,SeasonalNaive7,1845.7182320441989,7.0
Đại Nội,30,42,TFT,856.957217390366,1.0
Đại Nội,30,77,ARIMAX,1492.3603515504435,2.0
Đại Nội,30,77,DLM,1669.7005658092567,5.0
Đại Nội,30,77,ETS,1973.363684607559,7.0
Đại Nội,30,77,LSTM,2113.3596022684587,8.0
Đại Nội,30,77,RF,1528.5174619781258,3.0
Đại Nội,30,77,SARIMAX,1608.4523972294649,4.0
Đại Nội,30,77,SeasonalNaive7,1845.7182320441989,6.0
Đại Nội,30,77,TFT,1047.101458639071,1.0
Đại Nội,30,99,ARIMAX,1492.3603515504435,2.0
Đại Nội,30,99,DLM,1613.4159276546359,6.0
Đại Nội,30,99,ETS,1973.363684607559,8.0
Đại Nội,30,99,LSTM,1511.1244417075613,4.0
Đại Nội,30,99,RF,1506.9601984535936,3.0
Đại Nội,30,99,SARIMAX,1608.4523972294649,5.0
Đại Nội,30,99,SeasonalNaive7,1845.7182320441989,7.0
Đại Nội,30,99,TFT,854.3912657005352,1.0
Đại Nội,30,123,ARIMAX,1492.3603515504435,3.0
Đại Nội,30,123,DLM,1662.2939309527505,6.0
Đại Nội,30,123,ETS,1973.363684607559,8.0
Đại Nội,30,123,LSTM,1646.2274364655138,5.0
Đại Nội,30,123,RF,1468.0687029667015,2.0
Đại Nội,30,123,SARIMAX,1608.4523972294649,4.0
Đại Nội,30,123,SeasonalNaive7,1845.7182320441989,7.0
Đại Nội,30,123,TFT,819.1241596706665,1.0
Đại Nội,30,256,ARIMAX,1492.3603515504435,2.0
Đại Nội,30,256,DLM,2282.261890942715,8.0
Đại Nội,30,256,ETS,1973.363684607559,7.0
Đại Nội,30,256,LSTM,1518.2089701303994,3.0
Đại Nội,30,256,RF,1542.0557611967413,4.0
Đại Nội,30,256,SARIMAX,1608.4523972294649,5.0
Đại Nội,30,256,SeasonalNaive7,1845.7182320441989,6.0
Đại Nội,30,256,TFT,957.6740587771927,1.0
Đại Nội,30,512,ARIMAX,1492.3603515504435,3.0
Đại Nội,30,512,DLM,1773.376011693549,5.0
Đại Nội,30,512,ETS,1973.363684607559,8.0
Đại Nội,30,512,LSTM,1935.4561441765607,7.0
Đại Nội,30,512,RF,1420.0713435523194,2.0
Đại Nội,30,512,SARIMAX,1608.4523972294649,4.0
Đại Nội,30,512,SeasonalNaive7,1845.7182320441989,6.0
Đại Nội,30,512,TFT,829.0428095864986,1.0
Đại Nội,30,2024,ARIMAX,1492.3603515504435,3.0
Đại Nội,30,2024,DLM,2110.0078322929658,8.0
Đại Nội,30,2024,ETS,1973.363684607559,7.0
Đại Nội,30,2024,LSTM,1518.1991089411183,4.0
Đại Nội,30,2024,RF,1461.7088472480002,2.0
Đại Nội,30,2024,SARIMAX,1608.4523972294649,5.0
Đại Nội,30,2024,SeasonalNaive7,1845.7182320441989,6.0
Đại Nội,30,2024,TFT,838.5997887711499,1.0
Đại Nội,30,2025,ARIMAX,1492.3603515504435,2.0
Đại Nội,30,2025,DLM,1688.7694487776794,6.0
Đại Nội,30,2025,ETS,1973.363684607559,8.0
Đại Nội,30,2025,LSTM,1661.4750260394321,5.0
Đại Nội,30,2025,RF,1521.228438729709,3.0
Đại Nội,30,2025,SARIMAX,1608.4523972294649,4.0
Đại Nội,30,2025,SeasonalNaive7,1845.7182320441989,7.0
Đại Nội,30,2025,TFT,862.1898200103591,1.0
