mean,std,ci_lo,ci_hi,n,metric,destination,model,horizon,site
13.984211191960677,1.8724445165742407e-15,13.984211191960675,13.984211191960679,10.0,MAPE,Đại Nội,SARIMAX,1,Imperial City (Dai Noi)
1245.5474628882223,0.0,1245.5474628882223,1245.5474628882223,10.0,MAE,Đại Nội,SARIMAX,7,Imperial City (Dai Noi)
1790.3208864290486,0.0,1790.3208864290486,1790.3208864290486,10.0,RMSE,Đại Nội,SARIMAX,7,Imperial City (Dai Noi)
23.841707831162946,0.0,23.841707831162946,23.841707831162946,10.0,MAPE,Đại Nội,SARIMAX,7,Imperial City (Dai Noi)
1608.4523972294649,0.0,1608.4523972294649,1608.4523972294649,10.0,MAE,Đại Nội,SARIMAX,30,Imperial City (Dai Noi)
2004.2055626752995,0.0,2004.2055626752995,2004.2055626752995,10.0,RMSE,Đại Nội,SARIMAX,30,Imperial City (Dai Noi)
30.689981024086467,7.489778066296963e-15,30.68998102408646,30.689981024086475,10.0,MAPE,Đại Nội,SARIMAX,30,Imperial City (Dai Noi)
1178.647619047619,0.0,1178.647619047619,1178.647619047619,10.0,MAE,Đại Nội,SeasonalNaive7,1,Imperial City (Dai Noi)
1997.9909123202447,2.396728981215028e-13,1997.9909123202444,1997.990912320245,10.0,RMSE,Đại Nội,SeasonalNaive7,1,Imperial City (Dai Noi)
23.319442338144142,0.0,23.319442338144142,23.319442338144142,10.0,MAPE,Đại Nội,SeasonalNaive7,1,Imperial City (Dai Noi)
1204.4656862745098,2.396728981215028e-13,1204.4656862745096,1204.46568627451,10.0,MAE,Đại Nội,SeasonalNaive7,7,Imperial City (Dai Noi)
2026.3039773991288,4.793457962430056e-13,2026.3039773991284,2026.3039773991293,10.0,RMSE,Đại Nội,SeasonalNaive7,7,Imperial City (Dai Noi)
23.764236092885742,0.0,23.764236092885742,23.764236092885742,10.0,MAPE,Đại Nội,SeasonalNaive7,7,Imperial City (Dai Noi)
1845.7182320441993,4.793457962430056e-13,1845.7182320441989,1845.7182320441998,10.0,MAE,Đại Nội,SeasonalNaive7,30,Imperial City (Dai Noi)
2383.4043470984843,4.793457962430056e-13,2383.404347098484,2383.404347098485,10.0,RMSE,Đại Nội,SeasonalNaive7,30,Imperial City (Dai Noi)
35.61048146863443,7.489778066296963e-15,35.610481468634426,35.61048146863444,10.0,MAPE,Đại Nội,SeasonalNaive7,30,Imperial City (Dai Noi)
897.2597768203987,167.43931017218483,777.4809099548025,1017.0386436859948,10.0,MAE,Đại Nội,TFT,1,Imperial City (Dai Noi)
1186.605377990877,177.47660060578235,1059.6462660961963,1313.5644898855578,10.0,RMSE,Đại Nội,TFT,1,Imperial City (Dai Noi)
19.619589853327977,4.285192781394053,16.554147603666358,22.685032102989595,10.0,MAPE,Đại Nội,TFT,1,Imperial City (Dai Noi)
882.0127485918077,70.92057108092963,831.2792282924278,932.7462688911877,10.0,MAE,Đại Nội,TFT,7,Imperial City (Dai Noi)
1158.480921903054,82.79494039322181,1099.2529895118698,1217.708854294238,10.0,RMSE,Đại Nội,TFT,7,Imperial City (Dai Noi)
18.790336493751656,2.0307781918531242,17.33760528967901,20.2430676978243,10.0,MAPE,Đại Nội,TFT,7,Imperial City (Dai Noi)
957.5796916814139,172.05098519972785,834.5018312366909,1080.6575521261368,10.0,MAE,Đại Nội,TFT,30,Imperial City (Dai Noi)
1226.0962538045105,239.31897019396402,1054.8977757422406,1397.2947318667805,10.0,RMSE,Đại Nội,TFT,30,Imperial City (Dai Noi)
19.880787323933685,3.2111534595663582,17.58366652044454,22.17790812742283,10.0,MAPE,Đại Nội,TFT,30,Imperial City (Dai Noi)
