MAE,RMSE,MSE,MAPE,R2,destination,model,horizon,seed
210.7307272025213,344.24265819965274,118503.00772436295,24.89905693128488,-0.18560928823453948,Lăng vua Minh Mạng,DLM,7,42
217.83097489554055,331.5063274619004,109896.44514727674,28.166528164998272,-0.09950159588887608,Lăng vua Minh Mạng,DLM,7,77
224.47430408070431,348.03514049775015,121128.45902128868,24.79453739705177,-0.2118766337071778,Lăng vua Minh Mạng,DLM,7,99
199.90691578026014,324.05641668566227,105012.56119515157,23.790629067879394,-0.05063888524977078,Lăng vua Minh Mạng,DLM,7,123
220.76482753112995,349.69075821948843,122283.62638412071,24.66580868205105,-0.22343395348445005,Lăng vua Minh Mạng,DLM,7,256
206.30374047708574,334.31881322714435,111769.06887760622,23.557051044133495,-0.11823698607585942,Lăng vua Minh Mạng,DLM,7,512
195.59870626390762,323.33392421936634,104544.82655109493,23.070157535127898,-0.04595925264742773,Lăng vua Minh Mạng,DLM,7,2024
195.75906215202477,319.1731370948079,101871.49144294101,23.816593281775955,-0.019212835019251973,Lăng vua Minh Mạng,DLM,7,2025
263.3243610366612,401.0265079455787,160822.2600750253,28.96239911062734,-0.7003653837689949,Lăng vua Minh Mạng,DLM,30,1
249.84006753313145,354.0017891709225,125317.26673621427,29.70152349986049,-0.32497293749881373,Lăng vua Minh Mạng,DLM,30,7
319.21987533790224,447.2362522021222,200020.26528380028,34.22932951352739,-1.1148038522913524,Lăng vua Minh Mạng,DLM,30,42
328.7840499950253,422.84258700943343,178795.85338883026,45.98450557234672,-0.8903992502155831,Lăng vua Minh Mạng,DLM,30,77
401.02178020443534,501.77071313179533,251773.84855679047,44.61142520401877,-1.6619917940746953,Lăng vua Minh Mạng,DLM,30,99
269.17469690538695,373.5965830225495,139574.4068461247,31.232760579821182,-0.47571293768987477,Lăng vua Minh Mạng,DLM,30,123
497.1122089118286,580.7911040652797,337318.30656136654,56.04883162418967,-2.5664488953267512,Lăng vua Minh Mạng,DLM,30,256
317.3856011591943,431.85855947364,186501.81539064745,34.19624699135378,-0.9718739853077059,Lăng vua Minh Mạng,DLM,30,512
265.3229916861271,388.72636911542065,151108.19004565827,31.474005858457126,-0.5976590270386644,Lăng vua Minh Mạng,DLM,30,2024
217.76857342829686,337.3880297678346,113830.68263062125,24.85075256373697,-0.20352588171319108,Lăng vua Minh Mạng,DLM,30,2025
135.6659024982087,227.2910440297439,51661.21869613097,16.934902710298534,0.4756751929677169,Lăng vua Minh Mạng,ETS,1,1
135.6659024982087,227.2910440297439,51661.21869613097,16.934902710298534,0.4756751929677169,Lăng vua Minh Mạng,ETS,1,7
135.6659024982087,227.2910440297439,51661.21869613097,16.934902710298534,0.4756751929677169,Lăng vua Minh Mạng,ETS,1,42
135.6659024982087,227.2910440297439,51661.21869613097,16.934902710298534,0.4756751929677169,Lăng vua Minh Mạng,ETS,1,77
135.6659024982087,227.2910440297439,51661.21869613097,16.934902710298534,0.4756751929677169,Lăng vua Minh Mạng,ETS,1,99
135.6659024982087,227.2910440297439,51661.21869613097,16.934902710298534,0.4756751929677169,Lăng vua Minh Mạng,ETS,1,123
135.6659024982087,227.2910440297439,51661.21869613097,16.934902710298534,0.4756751929677169,Lăng vua Minh Mạng,ETS,1,256
135.6659024982087,227.2910440297439,51661.21869613097,16.934902710298534,0.4756751929677169,Lăng vua Minh Mạng,ETS,1,512
135.6659024982087,227.2910440297439,51661.21869613097,16.934902710298534,0.4756751929677169,Lăng vua Minh Mạng,ETS,1,2024
135.6659024982087,227.2910440297439,51661.21869613097,16.934902710298534,0.4756751929677169,Lăng vua Minh Mạng,ETS,1,2025
214.83948684728028,376.3335504548484,141626.94119795194,27.621778939588282,-0.4169616465693924,Lăng vua Minh Mạng,ETS,7,1
214.83948684728028,376.3335504548484,141626.94119795194,27.621778939588282,-0.4169616465693924,Lăng vua Minh Mạng,ETS,7,7
214.83948684728028,376.3335504548484,141626.94119795194,27.621778939588282,-0.4169616465693924,Lăng vua Minh Mạng,ETS,7,42
214.83948684728028,376.3335504548484,141626.94119795194,27.621778939588282,-0.4169616465693924,Lăng vua Minh Mạng,ETS,7,77
214.83948684728028,376.3335504548484,141626.94119795194,27.621778939588282,-0.4169616465693924,Lăng vua Minh Mạng,ETS,7,99
214.83948684728028,376.3335504548484,141626.94119795194,27.621778939588282,-0.4169616465693924,Lăng vua Minh Mạng,ETS,7,123
214.83948684728028,376.3335504548484,141626.94119795194,27.621778939588282,-0.4169616465693924,Lăng vua Minh Mạng,ETS,7,256
214.83948684728028,376.3335504548484,141626.94119795194,27.621778939588282,-0.4169616465693924,Lăng vua Minh Mạng,ETS,7,512
214.83948684728028,376.3335504548484,141626.94119795194,27.621778939588282,-0.4169616465693924,Lăng vua Minh Mạng,ETS,7,2024
214.83948684728028,376.3335504548484,141626.94119795194,27.621778939588282,-0.4169616465693924,Lăng vua Minh Mạng,ETS,7,2025
323.6287665730675,468.21299131252465,219223.4052338223,44.362377216584505,-1.3178376513155436,Lăng vua Minh Mạng,ETS,30,1
323.6287665730675,468.21299131252465,219223.4052338223,44.362377216584505,-1.3178376513155436,Lăng vua Minh Mạng,ETS,30,7
323.6287665730675,468.21299131252465,219223.4052338223,44.362377216584505,-1.3178376513155436,Lăng vua Minh Mạng,ETS,30,42
323.6287665730675,468.21299131252465,219223.4052338223,44.362377216584505,-1.3178376513155436,Lăng vua Minh Mạng,ETS,30,77
323.6287665730675,468.21299131252465,219223.4052338223,44.362377216584505,-1.3178376513155436,Lăng vua Minh Mạng,ETS,30,99
323.6287665730675,468.21299131252465,219223.4052338223,44.362377216584505,-1.3178376513155436,Lăng vua Minh Mạng,ETS,30,123
323.6287665730675,468.21299131252465,219223.4052338223,44.362377216584505,-1.3178376513155436,Lăng vua Minh Mạng,ETS,30,256
323.6287665730675,468.21299131252465,219223.4052338223,44.362377216584505,-1.3178376513155436,Lăng vua Minh Mạng,ETS,30,512
323.6287665730675,468.21299131252465,219223.4052338223,44.362377216584505,-1.3178376513155436,Lăng vua Minh Mạng,ETS,30,2024
323.6287665730675,468.21299131252465,219223.4052338223,44.362377216584505,-1.3178376513155436,Lăng vua Minh Mạng,ETS,30,2025
154.28205383552708,250.82661130840881,62913.9889404596,18.45239143205169,0.36146753902830053,Lăng vua Minh Mạng,LSTM,1,1
158.45605987309852,257.4391912823671,66274.9372081192,19.04143110355494,0.3273562927905481,Lăng vua Minh Mạng,LSTM,1,7
159.6328960494832,260.713139826477,67971.34127818015,19.09622049949221,0.31013899209318563,Lăng vua Minh Mạng,LSTM,1,42
158.5604952190975,254.17025190208815,64602.51695197095,18.806649210409574,0.34433017475101146,Lăng vua Minh Mạng,LSTM,1,77
156.52229943880423,254.19886297080907,64617.061935652164,18.89798907295447,0.34418255346072024,Lăng vua Minh Mạng,LSTM,1,99
